x,y,title,cluster
4.282669616463097,2.2956715472945852,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",0
1.3937066572068812,-3.5151356155173983,Clancy Lowered the Boom,10
3.8529719112715934,1.7345445203500411,Gati Bali,0
2.538967702480639,0.30509176257649157,Danny Boy,2
2.551289881135575,-0.2754178402600753,When Irish Eyes Are Smiling,2
1.7386223336963635,-0.16188751306350746,Gati Mardika,10
2.5386542845263684,-0.7767961774041636,The Wearing of the Green,10
4.114622413507253,0.3326000567503452,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento",8
3.3705269523477046,-1.3033363730147198,La Mañanita - Remasterizado,8
2.2145734854697356,-3.0283082114928437,Il Etait Syndiqué,10
2.5999187045112264,-1.5538549924437792,Dans La Vie Faut Pas S'en Faire,10
4.583669961481674,-0.45052462656823694,Por Que Me Dejaste - Remasterizado,9
2.079939498491278,-0.50098257736954,La Vipère,20
3.071491888937456,0.03964728182245262,Ud Taksimi,3
-0.2758033096113732,-1.4605940035046705,Power Is Power,4
3.9173489368345926,0.2822681117822219,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia",9
3.0723782257467516,0.23929044786506556,Come Back To Erin,2
3.0418424090660174,-0.7395531950606615,Rákóczy March,3
0.8613500419061086,-1.2502424018329585,When We Die,8
2.8036287352393128,-1.370770724336749,A Ballynure Ballad,20
2.594080021395116,-2.2520294789121578,Je Suis Toujours La,20
2.6697941305666855,-0.30739617198772534,Mother Machree,2
4.044105503127205,-1.0597421642933054,Flor Marchita - Remasterizado,3
3.5072757905105605,0.3722413293871482,İmtidadı Aşkıma,3
2.878164898990593,-0.09665311131835007,Ney Taksimi,3
4.1492999134694895,0.30825465413625835,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento",8
2.4878486329634906,-1.1939021782996668,Je M'donne,10
0.1612215510473736,-1.6363335966325736,Korkma Sönmez,20
2.0360658364945636,-2.088805225348116,La Victoire De La Madelon,10
4.24312279228704,0.1284377058160921,Por Ella - Remasterizado,3
3.5453477396707513,-0.42517886900115975,A Mi Palomita - Remasterizado,2
3.1856895189867167,-1.3786622350206346,Amurado Me Dejaste - Remasterizado,8
4.438040709424884,1.600402189592381,Raja Manggala,0
1.1627503108444708,-0.24028212233487733,Eşin Var âşiyâ Var,10
1.071407831065223,-0.7211762369847623,Bir Zamanlar Bizde Millet,20
2.603532025523753,-1.4432399009287138,Overture,10
3.8612434656520573,1.2505344992178424,Gati Main-main,9
5.053846525894943,0.6863107764553954,"6 Songs, Op. 38: No. 3, Daisies (Version for Piano)",9
2.2090412986898964,-1.3341267083745019,Je N'peux Pas Vivre Sans Amour,20
4.334685866406465,2.259153443373551,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",0
0.637201286418142,-1.399045554962299,Love for Guns,10
2.6349533577303044,-0.44809129936150294,Just A Little Bit Of Heaven,8
0.6595948649955319,-1.279025970614955,Ey Bülbül-i Ter Zebân-i İrf,20
1.8953063709686244,-0.5448551274985572,Doksan Senelik Ömre İlâhi,10
2.938079400615092,0.18961955898727828,Galway Bay,2
3.2078323685824524,-0.5270739931704422,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto",2
1.0528507926988548,-0.9473829219679055,Kasr-ı Gülşen,20
3.9179607829783505,-0.39603121979036743,Un Lamento - Remasterizado,3
5.646985149597353,2.2802899384000703,"No. 14, Vocalise",9
1.3022130035207369,-0.5141330384106922,Yâ Râb Bu Uğursuz Gecenin Yok mu Sabahı -,10
3.604040096934731,-0.4444438062539786,"A Midsummer Night's Dream, Op. 61: Scherzo",8
3.4655595586546917,-1.516769553814274,Mis Harapos - Remasterizado,3
2.9124910957915784,0.4013342147889016,The Rose Of Tralee,2
4.531235116074541,1.070738924387884,"Rhapsody on a Theme of Paganini, Op. 43: Var. XVIII, Andante cantabile",9
3.147087420795731,-0.25884471886566696,Where The River Shannon Flows,2
1.4818485859464687,-2.7493094361991877,Une Canne Et Des Gants,10
3.7858787325256356,-0.36507407485734555,Lamento - Remasterizado,3
3.585983782643342,-0.44078967652911144,Al Pie de la Reja - Remasterizado,2
1.0120491405689491,-1.2319469769749245,Şu Boğaz Harbi Nedir,20
2.869176384866363,-0.08601685340932301,April Showers,2
3.0461436913616766,0.9342319243179383,Gati Hendrakusuma,2
3.8212844113127162,0.5215758115290102,II. Le quai du porte de Famagouste,8
3.5479831989976796,-1.3850011448085848,Tedhak Saking,8
2.659243094170855,-1.2252352466107637,Si J'avais Su,10
4.95678839672156,0.5554441849740314,"12 Songs, Op. 21: No. 5, Lilacs (Version for Piano)",9
3.5131947906354903,0.9082816722772116,Gati Mares,8
2.8912968569703135,-0.9768746115831473,Elle Porte Un Nom Charmant,2
3.6903418757394424,0.3200585570081116,Overture,2
1.8649446840572148,0.6974599195151717,Bakma Kabristanın Saha-i Medhûşuna,8
3.292753111057733,-0.32006073615031694,The Minstrel Boy,2
2.06861331625754,-1.957059469587613,Une Femme Qui Passe,10
3.0499781921764306,-0.26654117379856795,My Wild Irish Rose,2
2.4518594065051165,-0.601450501160873,Şehnaz Longa,3
3.435157204257697,1.7268086346525924,Gati Kridha,0
3.6824444978831803,1.5215443363824803,Gati Padasih,2
2.2602148026739317,0.933049013844067,Gati Harjuna Mangsah,0
3.6456487802403124,1.0872252409871228,Prabu Mataram,0
3.370982524189105,-1.403409919046197,Sri Kondur,8
3.7525929807452703,0.4866842478123234,Ne İçin Mahzun,3
2.383923954407745,-1.610322335879482,Pour Bien Reussir Dans La Chaussure,20
3.998686153299615,1.5247319449630512,Gati Kumencar,0
4.872089308814136,2.2518708171728137,III. Allegro scherzando,0
3.972388840531438,-0.43923871439488554,Recordando - Remasterizado,8
2.8483579261523744,-0.2922352040629742,La Chanson Des Yeux Clos,8
5.071185275876061,0.6741380751483491,"6 Songs, Op. 38: No. 3, Daisies (Version for Piano)",9
2.926042982542688,0.03663658706150618,Kathleen Mavourneen,2
3.2212626542320844,0.7892598562215872,IV. Allegro,0
3.986703936759064,0.23357730655403847,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia",9
2.179693691689759,-0.3079151856469349,Tigers,2
2.924208885814882,-0.5972316397779104,IV. Finale. Adagio - Allegro molto e vivace,2
2.50323200734075,-2.6384978590251045,Un Agent Courait,10
4.298560868176865,-0.9033477879641878,Tortolita y Chingolo - Remasterizado,3
3.265686385243603,-1.282539111968369,Santos Vega - Remasterizado,8
4.90926436718022,2.6985852817232887,III. Adagio,0
4.496832127937544,-0.6908488863683393,Pobre Mi China - Remasterizado,9
3.1341750778869883,-0.11170324156103022,That's How You Spell Ireland,2
1.5580596004047924,0.31291910453311444,Şühedâ Gövdesi Bir Baksana Dağlar Taşlar,8
1.3678753794182859,-2.620275477020228,It's the Same Old Shillelegh,10
3.7783048998070488,-1.7756932976842534,China Hereje - Remasterizado,8
0.2727002480705763,-1.6994209392811532,Don't Run,10
2.7701525012339228,-0.9487194818502291,Dolorosa,10
2.690152574674928,0.3596667007877226,How Can You Buy Killarny,8
3.334900930667,0.06686631072054756,Perestij,3
2.8677123858784404,-1.8579719974765985,Oui Non,10
4.974127146702679,0.5432714836669859,"12 Songs, Op. 21: No. 5, Lilacs (Version for Piano)",9
3.448477075408678,1.5082924641812319,Gati Helmus,0
2.6006759134598503,-1.5592589620187463,I Met Her In The Garden Where The Praties Grow,10
0.8205896936502276,-1.8848350328235735,I Don't Need You,20
1.128230992418334,-2.192221145078184,St. Patrick's Day Parade,10
4.279257094366452,-1.0770104603065718,Popular Tradición de Esta Tierra - Remasterizado,3
2.397266998614496,-1.44122309965467,Avec Le Sourire,10
3.539756933175209,1.7153450339485206,Gati Brangta,0
5.67137964141182,1.5631663475955402,III. Andante,9
2.3841448037829527,-1.2707573758842652,Colombinella,10
3.7250600242603547,-0.5787894633492638,El Ultimo Adiós - Remasterizado,3
5.654064846241158,1.5753381150696384,III. Andante,9
2.885956473145973,-0.727160657241531,IV. Fête bohème,10
2.601569609177755,-0.7518619818032761,Billets Doux,10
3.6109488874358204,-0.040052533305257786,II. Gagliarda,2
5.047286160327612,1.417245114320992,"Suite No. 1, Op. 5 ""Fantaisie-tableaux"": II. La nuit? L'amour",9
2.680760593269976,0.21777455935613912,A Sweet Irish Sweetheart Of Mine,2
4.6005901159990135,1.0220481191597008,"Rhapsody on a Theme of Paganini, Op. 43: Var. XVIII, Andante cantabile",9
3.883834588724658,1.0875426951279974,Gati Mrak Ati,9
2.748560210157766,-1.8487789338504095,Dans Sa Petite Mansarde,10
3.277993229945044,-0.10381600800589286,"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro",3
4.837411808851899,2.276216219786905,III. Allegro scherzando,0
4.8745868672179835,2.722930684337379,III. Adagio,0
3.330765729294618,1.1872934025949935,Gati Lumaksana,2
0.6857642672788026,-1.400330472457458,Return/Gone,12
0.5374107356416788,-1.4796578330957177,Beyaz Entarisiyle Kar Gibi Kız,20
0.12607276373405119,-1.0526468518154273,Baksana Kim Boynu Bükük Ağlayan,20
3.941283223571902,-0.6580702496300935,Sabah Taksim,3
4.9952699103842555,1.4537632182421296,"Suite No. 1, Op. 5 ""Fantaisie-tableaux"": II. La nuit? L'amour",9
2.780255121710923,1.1483920181642708,Gati Sangaskara,2
2.323775425100202,-2.595373603798337,Pour Se Faire Remarquer,10
4.209253635447491,-0.422410790860766,Mis Ilusiones Perdidas - Remasterizado,3
2.006839500089123,-2.2139074060041617,Molly Brannigan,10
3.5020988230405514,-0.2755296703847051,"A Midsummer Night's Dream, Op. 61: Wedding March",2
3.8992344290040912,1.5859233399588644,Gati Mardawa,0
2.3024283304868285,-0.8319896805267155,La Femme A La Rose,10
3.772865207594913,1.6757807226592356,Gati Raja,0
4.500390257444427,-0.5300918256798405,La Muerte de Milonguita - Remasterizado,9
2.9759369370153843,1.2920385238542267,Gati Wiwaha,2
1.7653221695074484,-0.5499167659109037,Himno Nacional del Perú,20
5.6643238995784735,2.268117237093024,"No. 14, Vocalise",9
2.4777064261164,-1.277503596538423,IV. Farandole,10
2.792640368327031,-1.361381418114688,Quand Il Y A Une Femme Dans Un Coin,10
3.1580232055585102,-1.8563411547358002,La Brisa - Remasterizado,10
4.432952025896461,-0.8195500407948741,La Payasa - Remasterizado,3
3.427801400769061,-0.616258671695253,Aragonaise (Act IV Entr'acte),3
2.4330340059092537,-1.3876793013807056,Carve,3
3.1494625547383137,-0.659465856509673,Vivo para Quererte - Remasterizado,2
4.4662175899564645,0.16039664228583117,El Prisionero - Remasterizado,9
2.1574929159793657,-1.6033991450400604,La Butte Rouge,10
2.2619086719998416,-1.4300572538314515,La Java,10
1.6862283748747757,-0.48421674093833605,Old Fashioned Girl,20
4.258072831842352,-1.0826764029095166,Martín Fierro - Remasterizado,3
3.123889850567589,-0.9829351647358091,Lazy Boi,3
1.947619797779771,-2.3697080098410503,Tu Verras Montmartre,10
1.994523304363728,-2.354880275034298,Elle Prend L'boulevard Magenta,10
2.6845552061055318,-0.45576948486299784,Ca C'est Une Chose,2
2.225162428354227,-1.389823680578731,El Vendaval - Remasterizado,5
3.0286042142726024,0.02396971326437834,Ta Bouche,2
4.928159147278833,0.4002957798395034,La Maleva - Remasterizado,9
2.491845624499886,-1.4933222340535994,J'ai Vendu Mon Âme,10
2.368527792257323,-0.5795748404055591,Nuits De Chine,2
4.083829428407202,-0.13941598924840093,En la Huella del Querer - Remasterizado,9
1.8212491744319224,-2.4508458436125946,C'est La Mode Et Voila Tout,20
2.2243431859430585,-1.6615804384107489,La Ronde De Nuit,20
4.395205277891647,-0.37467330071798366,El Patotero Sentimental - Remasterizado,9
3.2868001501715285,-0.4348049074397121,Tus Suspiros - Remasterizado,2
3.173231793701036,-0.8183853426713749,Ojos Funestos - Remasterizado,2
3.905867062646374,-0.34986122127435954,El Huerfano - Remasterizado,3
2.3339919374225397,-1.7469383542567256,Pas Pour Moi,10
3.963014572689833,-0.2996601099320902,La Canción del Cabaret - Remasterizado,3
2.4010525097338578,-1.5484616267004778,Éléonore,20
2.9496181763548,-0.627979108756895,En Douce,2
2.68042105644957,-0.9757353141815553,Machinalement,3
1.0074915462028333,-1.7073532401319302,Chicago (That Toddlin' Town),20
