x,y,title,cluster
4.2826549208394695,2.295864447762478,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",0
1.3936953419886595,-3.515925306546036,Clancy Lowered the Boom,10
3.8529492074046034,1.7350284386115988,Gati Bali,0
2.5389501426469465,0.30533963788497914,Danny Boy,2
2.5512730699785693,-0.2746861134045427,When Irish Eyes Are Smiling,2
1.738607993443475,-0.15934237548527844,Gati Mardika,10
2.5386383278822264,-0.7766113923667376,The Wearing of the Green,10
4.114617292372198,0.33371428096600914,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento",9
3.3705328639817735,-1.30410341413943,La Mañanita - Remasterizado,20
2.2145656462504975,-3.0287270443367276,Il Etait Syndiqué,10
2.599919096413945,-1.5548380223239084,Dans La Vie Faut Pas S'en Faire,10
4.583677526844508,-0.45127449782163376,Por Que Me Dejaste - Remasterizado,9
2.0799310845801426,-0.5012693999852728,La Vipère,20
3.071472507576404,0.039878506556049687,Ud Taksimi,3
-0.27580989289353275,-1.4582930882478418,Power Is Power,4
3.917341551764368,0.28247295907346043,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia",9
3.072368471916866,0.2392738164202109,Come Back To Erin,2
3.041828469429479,-0.739510353895306,Rákóczy March,3
0.8613479333113759,-1.247047232005527,When We Die,8
2.803623735520638,-1.370418673116663,A Ballynure Ballad,20
2.594074143879689,-2.251944083464446,Je Suis Toujours La,20
2.669781690050851,-0.30649854254263864,Mother Machree,2
4.044100882923326,-1.0587268421764253,Flor Marchita - Remasterizado,3
3.507260593888952,0.3718864208704123,İmtidadı Aşkıma,3
2.878143854793406,-0.0968913202843786,Ney Taksimi,3
4.1492957797119425,0.30945372489372625,"Morceaux de fantaisie, Op. 3: No. 2, Prélude in C-Sharp Minor. Lento",9
2.4878433239612954,-1.1942594438149159,Je M'donne,10
0.16121815997116537,-1.6349051292930306,Korkma Sönmez,20
2.0360573489691496,-2.0887343923545503,La Victoire De La Madelon,10
4.243125412983055,0.12835868035664036,Por Ella - Remasterizado,3
3.545352037070872,-0.4252913891436317,A Mi Palomita - Remasterizado,2
3.1856973549531116,-1.3791902695072824,Amurado Me Dejaste - Remasterizado,20
4.438067798673433,1.6009997283804016,Raja Manggala,0
1.1627362505403287,-0.2396938824836441,Eşin Var âşiyâ Var,10
1.0713988905557332,-0.7176845007644166,Bir Zamanlar Bizde Millet,20
2.603533482688651,-1.444124572775918,Overture,10
3.8612242045635097,1.2514254673625362,Gati Main-main,9
5.053846970502552,0.6866694910083807,"6 Songs, Op. 38: No. 3, Daisies (Version for Piano)",9
2.2090335300014825,-1.3342644862179043,Je N'peux Pas Vivre Sans Amour,20
4.334672651849084,2.2594736136541482,"Piano Concerto No. 3 in D Minor, Op. 30: III. Finale. Alla breve",0
0.6371991955743388,-1.3976991160099301,Love for Guns,10
2.6349431847808478,-0.44729954187211407,Just A Little Bit Of Heaven,8
0.6595930802290855,-1.2767126220650034,Ey Bülbül-i Ter Zebân-i İrf,20
1.8952952573206137,-0.5443532769210788,Doksan Senelik Ömre İlâhi,10
2.9380669418379606,0.18954571558221123,Galway Bay,2
3.207832550102824,-0.5270585296849326,"Symphony No. 39 in E-Flat Major, K. 543: III. Menuetto",2
1.0528390658453983,-0.9475662487212442,Kasr-ı Gülşen,20
3.9179635897414764,-0.3963578771555684,Un Lamento - Remasterizado,3
5.6469937480573265,2.2796584837530323,"No. 14, Vocalise",9
1.3022010723927253,-0.5122065452173974,Yâ Râb Bu Uğursuz Gecenin Yok mu Sabahı -,10
3.6040511834564803,-0.44576727336801886,"A Midsummer Night's Dream, Op. 61: Scherzo",8
3.4655589309101402,-1.516002731885564,Mis Harapos - Remasterizado,3
2.912480919336174,0.4016211969989752,The Rose Of Tralee,2
4.531223655030539,1.0709157238643443,"Rhapsody on a Theme of Paganini, Op. 43: Var. XVIII, Andante cantabile",9
3.1470767191224573,-0.25824100781101916,Where The River Shannon Flows,2
1.4818407205446793,-2.749139093836784,Une Canne Et Des Gants,10
3.785879698390968,-0.36642482502573953,Lamento - Remasterizado,3
3.585988480070185,-0.441175547617669,Al Pie de la Reja - Remasterizado,2
1.012034527951506,-1.2309902460721351,Şu Boğaz Harbi Nedir,20
2.8691686054053487,-0.08521450702586356,April Showers,2
3.0461226426675663,0.935239473192156,Gati Hendrakusuma,2
3.8212757004811135,0.5214082836130719,II. Le quai du porte de Famagouste,9
3.548001370572041,-1.3823409746071347,Tedhak Saking,8
2.659238119343685,-1.2252610505256467,Si J'avais Su,10
4.956792035136231,0.5558503586468585,"12 Songs, Op. 21: No. 5, Lilacs (Version for Piano)",9
3.5131840787115904,0.9090403908351548,Gati Mares,8
2.891293377385388,-0.9772916697172794,Elle Porte Un Nom Charmant,2
3.690339157901666,0.3199730717799474,Overture,2
1.8649302288301945,0.6974277397545556,Bakma Kabristanın Saha-i Medhûşuna,8
3.292742639121822,-0.3193814012415002,The Minstrel Boy,2
2.068610944391975,-1.9572889525404569,Une Femme Qui Passe,10
3.049966305513324,-0.26540396759754736,My Wild Irish Rose,2
2.4518471228792973,-0.6027303909091907,Şehnaz Longa,3
3.4351326122373798,1.7270724122129344,Gati Kridha,0
3.682427962923054,1.5213875875689622,Gati Padasih,2
2.2601951339229376,0.9339231788859284,Gati Harjuna Mangsah,0
3.6456640516367984,1.0877681430587076,Prabu Mataram,0
3.371002430764552,-1.4003575338727658,Sri Kondur,8
3.752577158235289,0.4861545916803855,Ne İçin Mahzun,3
2.3839221698401087,-1.6108417697498738,Pour Bien Reussir Dans La Chaussure,20
3.998665246446545,1.5252676969494245,Gati Kumencar,0
4.872082260828142,2.2514138320717363,III. Allegro scherzando,0
3.9723919224869415,-0.43935012758313036,Recordando - Remasterizado,8
2.848351144655582,-0.2927520986418911,La Chanson Des Yeux Clos,8
5.071186214172424,0.6745392129722406,"6 Songs, Op. 38: No. 3, Daisies (Version for Piano)",9
2.9260326331489748,0.03753578805922444,Kathleen Mavourneen,2
3.2212570902533706,0.7888866264458874,IV. Allegro,0
3.986698526443854,0.2339518469288983,"10 Préludes, Op. 23: No. 5 in G Minor. Alla marcia",9
2.1796892886907284,-0.3065642806341905,Tigers,2
2.9242062300857747,-0.5967476112105513,IV. Finale. Adagio - Allegro molto e vivace,2
2.5032276955726065,-2.640381101900502,Un Agent Courait,10
4.298562539861224,-0.9041309449575313,Tortolita y Chingolo - Remasterizado,3
3.265690464794887,-1.28260672704718,Santos Vega - Remasterizado,20
4.909257606014172,2.69829534579376,III. Adagio,0
4.496832558317819,-0.6919905848743888,Pobre Mi China - Remasterizado,9
3.134162980108912,-0.11100936846808988,That's How You Spell Ireland,2
1.5580416388119132,0.31406965131099424,Şühedâ Gövdesi Bir Baksana Dağlar Taşlar,8
1.3678659044399315,-2.6197299665325655,It's the Same Old Shillelegh,10
3.7783125643692017,-1.7752417315187412,China Hereje - Remasterizado,8
0.27269051171525127,-1.6972067273497298,Don't Run,10
2.770149260536043,-0.9494258519261587,Dolorosa,10
2.690139333881285,0.3594240669514383,How Can You Buy Killarny,8
3.334887657191894,0.0670951249635891,Perestij,3
2.8677083801444927,-1.8582079533772249,Oui Non,10
4.974131278806102,0.5437200806107183,"12 Songs, Op. 21: No. 5, Lilacs (Version for Piano)",9
3.448460517313706,1.5087305729050264,Gati Helmus,0
2.600668086471149,-1.5586260238174827,I Met Her In The Garden Where The Praties Grow,10
0.8205882421684599,-1.8818309598713172,I Don't Need You,20
1.1282236983682203,-2.1923803491582,St. Patrick's Day Parade,10
4.279255588180349,-1.078717960619501,Popular Tradición de Esta Tierra - Remasterizado,3
2.3972614720581427,-1.4418763348166925,Avec Le Sourire,10
3.539733801064215,1.7155325804180699,Gati Brangta,0
5.671388876842371,1.5629609332976901,III. Andante,9
2.3841353361437725,-1.2711859805159962,Colombinella,10
3.7250635803575287,-0.5804043389195294,El Ultimo Adiós - Remasterizado,3
5.654073588087681,1.5750902467152612,III. Andante,9
2.8859537038229406,-0.7265719773091409,IV. Fête bohème,10
2.601566214809713,-0.7520887854769054,Billets Doux,10
3.6109466165265287,-0.0402668638592801,II. Gagliarda,2
5.0472840232449805,1.4176758906287052,"Suite No. 1, Op. 5 ""Fantaisie-tableaux"": II. La nuit? L'amour",9
2.6807448626626424,0.21807644265318224,A Sweet Irish Sweetheart Of Mine,2
4.600580629710024,1.0223946117197824,"Rhapsody on a Theme of Paganini, Op. 43: Var. XVIII, Andante cantabile",9
3.883815422348213,1.0887630398682953,Gati Mrak Ati,9
2.748552902228814,-1.8484137671336553,Dans Sa Petite Mansarde,10
3.277986848689871,-0.10362964072531215,"Symphony No. 39 in E-Flat Major, K. 543: IV. Finale. Allegro",3
4.837403773488399,2.275674388144018,III. Allegro scherzando,0
4.87457911867443,2.7225559018660412,III. Adagio,0
3.3307554489563236,1.187632275456151,Gati Lumaksana,2
0.6857595498686407,-1.396449006240127,Return/Gone,12
0.5374011489116873,-1.4784607001988346,Beyaz Entarisiyle Kar Gibi Kız,20
0.12606944519562915,-1.050942806431565,Baksana Kim Boynu Bükük Ağlayan,20
3.9412724520396507,-0.6586371015282004,Sabah Taksim,3
4.995266292235366,1.4540667247371275,"Suite No. 1, Op. 5 ""Fantaisie-tableaux"": II. La nuit? L'amour",9
2.7802390617893136,1.149488206808433,Gati Sangaskara,2
2.3237696715373364,-2.5966385259325313,Pour Se Faire Remarquer,10
4.209258628516302,-0.42360240660952886,Mis Ilusiones Perdidas - Remasterizado,3
2.006831795936358,-2.2137490626950207,Molly Brannigan,10
3.5020961659000878,-0.274847331383381,"A Midsummer Night's Dream, Op. 61: Wedding March",2
3.8992111254778523,1.5862668329072274,Gati Mardawa,0
2.302427818059393,-0.8323566105184229,La Femme A La Rose,10
